PolicyID,Period,EarnedExposure,Territory,AgeBand,VehicleClass,Violations,CreditTier,AnnualMileage,GaragingDensity,ViolationsNum,PriorLapses
204112,2023Q2,0.672,T1,65+,Compact,None,C,10564,3.958,0,1
204113,2023Q4,1.296,T3,65+,Pickup,Minor,B,14557,1.521,1,0
204114,2023Q2,1.24,T3,40-64,Pickup,None,C,9623,2.675,0,0
204115,2023Q2,0.7,T5,25-39,Pickup,None,D,11458,3.379,0,0
204116,2023Q4,1.021,T1,<25,Compact,None,B,10137,2.481,0,1
204117,2024Q1,1.391,T3,40-64,Midsize,None,B,11317,4.611,0,0
204118,2023Q1,0.595,T4,<25,SUV,None,D,13884,3.157,0,0
204119,2023Q1,1.115,T4,65+,SUV,None,D,10738,4.846,0,0
204120,2024Q1,1.12,T2,40-64,Midsize,None,B,3601,2.72,0,0
204121,2023Q2,0.569,T4,25-39,SUV,Major,C,12040,2.352,3,0
204122,2023Q2,1.202,T1,25-39,Compact,None,C,8109,1.337,0,0
204123,2023Q3,0.577,T2,40-64,Pickup,Major,B,8502,1.75,3,0
204124,2023Q2,0.757,T1,65+,Midsize,None,A,13543,3.556,0,0
204125,2023Q4,1.421,T1,65+,Pickup,Minor,A,11068,4.748,1,1
204126,2023Q1,1.216,T2,40-64,Midsize,None,B,5874,3.598,0,0
204127,2024Q1,0.856,T2,40-64,Pickup,Minor,A,8994,3.332,1,0
204128,2024Q1,0.881,T3,65+,Compact,Minor,B,6354,2.784,1,0
204129,2023Q1,0.51,T3,<25,Midsize,None,A,11864,1.86,0,0
204130,2024Q1,0.536,T3,65+,Compact,None,D,14226,4.756,0,0
204131,2023Q2,1.383,T3,25-39,Compact,None,D,11323,1.435,0,0
204132,2023Q4,0.611,T4,65+,SUV,None,D,14717,1.283,0,0
204133,2023Q2,1.27,T3,40-64,Midsize,None,A,14297,1.577,0,0
204134,2023Q2,0.591,T5,<25,Pickup,None,C,12289,1.073,0,0
204135,2023Q1,1.069,T2,25-39,SUV,None,A,6595,3.719,0,0
204136,2023Q3,0.698,T3,<25,SUV,None,D,8408,4.509,0,0
204137,2024Q1,1.452,T1,<25,Pickup,None,B,5253,4.074,0,1
204138,2023Q3,1.475,T3,<25,Midsize,Major,B,9186,2.183,3,1
204139,2024Q1,0.858,T2,<25,SUV,None,B,13205,1.363,0,1
204140,2023Q4,1.322,T4,<25,Compact,None,B,7778,4.884,0,0
204141,2023Q4,0.786,T5,40-64,SUV,None,A,6767,2.949,0,0
204142,2023Q4,1.249,T5,<25,Midsize,None,C,13673,0.886,0,0
204143,2023Q3,0.677,T5,<25,Pickup,Major,D,5486,4.096,3,0
204144,2023Q1,1.14,T5,25-39,Midsize,None,D,15982,3.273,0,0
204145,2023Q2,1.456,T2,25-39,Midsize,Minor,D,12756,2.713,1,0
204146,2023Q4,0.683,T1,65+,Pickup,None,C,15118,2.97,0,0
204147,2023Q4,0.664,T3,25-39,Midsize,None,D,16641,0.722,0,1
204148,2023Q4,0.946,T4,40-64,Pickup,Minor,A,12129,4.776,1,0
204149,2023Q2,1.459,T3,40-64,Pickup,None,D,13707,3.403,0,0
204150,2023Q4,0.945,T1,<25,Midsize,Minor,C,14337,1.713,1,0
204151,2023Q2,0.71,T1,25-39,Compact,Major,C,11896,4.217,3,0
204152,2023Q3,0.528,T5,40-64,Compact,None,D,15006,2.535,0,0
204153,2023Q2,0.863,T2,<25,SUV,None,A,10923,2.156,0,0
204154,2023Q4,1.236,T4,40-64,Midsize,Minor,B,12026,3.955,1,0
204155,2023Q4,0.787,T2,<25,Compact,None,A,15964,0.563,0,0
204156,2024Q1,0.95,T4,65+,Compact,Major,C,13656,4.78,3,0
204157,2023Q2,0.685,T1,<25,Pickup,Minor,B,11058,4.172,1,0
204158,2023Q4,1.205,T5,40-64,Pickup,None,C,17669,2.052,0,0
204159,2023Q2,0.94,T1,65+,Pickup,None,A,12268,2.468,0,0
204160,2023Q4,0.593,T3,<25,Compact,None,C,14750,4.326,0,0
204161,2023Q4,0.831,T4,25-39,Compact,None,C,6703,2.394,0,0
204162,2023Q1,1.223,T5,25-39,Pickup,None,D,10376,3.677,0,0
204163,2024Q1,1.169,T1,40-64,SUV,None,D,12667,2.38,0,1
204164,2023Q1,1.264,T1,65+,Midsize,None,A,9810,4.758,0,0
204165,2023Q4,1.408,T4,<25,SUV,Minor,A,8623,1.945,1,1
204166,2023Q1,1.02,T2,65+,SUV,Minor,C,14870,1.437,1,2
204167,2023Q2,0.638,T5,40-64,Pickup,Minor,D,9468,4.944,1,0
204168,2024Q1,0.989,T5,40-64,Midsize,None,B,12998,3.555,0,2
204169,2023Q2,0.504,T1,25-39,Compact,Minor,A,11579,3.912,1,0
204170,2023Q4,1.038,T3,65+,Pickup,None,B,16063,2.674,0,0
204171,2023Q1,1.424,T5,40-64,Compact,None,B,3952,3.418,0,0
204172,2024Q1,1.483,T1,25-39,SUV,Major,C,8604,1.627,3,0
204173,2023Q4,1.474,T1,<25,Midsize,Minor,D,6419,3.569,1,1
204174,2023Q4,0.718,T5,40-64,Midsize,None,D,9223,3.008,0,1
204175,2023Q4,1.183,T1,40-64,SUV,None,C,10133,4.239,0,0
204176,2024Q1,0.796,T1,65+,Midsize,Major,B,14840,4.144,3,0
204177,2024Q1,0.796,T2,40-64,Midsize,None,A,12220,0.623,0,1
204178,2024Q1,0.9,T5,25-39,SUV,None,D,10573,1.58,0,0
204179,2023Q2,1.156,T4,65+,SUV,None,A,11030,1.103,0,0
204180,2023Q1,0.639,T3,25-39,SUV,None,B,10913,0.709,0,0
204181,2023Q4,1.083,T4,<25,Midsize,None,C,8799,0.702,0,0
204182,2023Q4,1.349,T1,65+,Pickup,None,D,10823,1.972,0,1
204183,2023Q4,1.135,T3,65+,Midsize,None,A,8339,1.958,0,0
204184,2024Q1,1.01,T5,<25,Pickup,None,B,13907,3.118,0,0
204185,2023Q1,0.802,T2,40-64,Midsize,None,B,10530,4.836,0,0
204186,2023Q1,0.676,T3,25-39,SUV,Major,A,5288,4.245,3,0
204187,2023Q3,0.656,T1,<25,Pickup,None,A,11464,2.916,0,0
204188,2023Q3,0.917,T4,<25,SUV,None,D,9245,1.11,0,0
204189,2023Q3,1.195,T4,40-64,Pickup,None,C,2679,2.833,0,0
204190,2023Q4,0.933,T4,65+,Midsize,None,C,14805,1.075,0,0
204191,2023Q4,1.158,T3,40-64,Midsize,None,B,14139,4.173,0,1
204192,2023Q1,1.477,T3,<25,Compact,None,C,11846,3.803,0,0
204193,2023Q4,1.448,T3,40-64,Compact,None,A,10565,4.759,0,0
204194,2023Q3,0.819,T3,<25,SUV,None,D,12399,4.459,0,0
204195,2024Q1,0.936,T3,40-64,Midsize,Minor,C,12104,1.664,1,0
204196,2023Q1,0.621,T1,40-64,SUV,None,C,8210,1.851,0,0
204197,2023Q4,0.864,T5,25-39,Compact,None,C,13088,3.023,0,0
204198,2023Q1,1.295,T4,40-64,SUV,Major,A,15185,2.312,3,0
204199,2023Q1,1.344,T1,40-64,Midsize,Minor,D,15157,1.039,1,1
204200,2023Q3,0.555,T1,40-64,Pickup,None,D,14440,0.451,0,1
204201,2023Q2,1.044,T4,65+,SUV,None,B,13425,1.557,0,0
204202,2024Q1,1.2,T5,65+,Compact,Minor,D,6111,1.96,1,1
204203,2023Q1,1.13,T5,65+,SUV,None,D,14782,2.367,0,1
204204,2023Q4,1.193,T1,40-64,SUV,Minor,B,8222,4.897,1,0
204205,2023Q2,1.478,T4,<25,Midsize,None,B,14313,3.486,0,0
204206,2023Q4,0.613,T3,40-64,Midsize,Minor,C,8634,4.856,1,0
204207,2023Q4,1.22,T2,25-39,Compact,None,A,15496,1.739,0,2
204208,2023Q3,1.338,T3,25-39,Pickup,Minor,B,10280,1.684,1,1
204209,2024Q1,1.305,T3,<25,Pickup,None,C,15105,2.523,0,0
204210,2023Q2,1.096,T5,<25,SUV,None,C,11036,1.307,0,1
204211,2023Q4,1.244,T1,40-64,Pickup,None,C,14140,4.867,0,1
204212,2023Q2,0.653,T1,65+,SUV,None,B,8367,4.819,0,0
204213,2024Q1,1.126,T5,65+,SUV,None,B,3540,3.036,0,0
204214,2023Q4,0.896,T5,<25,Midsize,None,D,6802,0.557,0,1
204215,2024Q1,1.216,T1,40-64,Midsize,Major,D,9936,3.11,3,1
204216,2023Q1,1.33,T1,40-64,SUV,None,A,12728,0.673,0,0
204217,2023Q4,0.996,T5,<25,Pickup,Minor,C,15674,2.3,1,0
204218,2023Q1,0.534,T3,25-39,Pickup,Minor,C,10494,1.98,1,0
204219,2023Q4,0.868,T2,<25,Compact,None,A,10719,3.532,0,0
204220,2023Q2,1.028,T3,25-39,Midsize,None,B,12963,3.401,0,0
204221,2023Q2,0.573,T5,25-39,Compact,Major,C,12424,1.536,3,0
204222,2023Q4,0.595,T5,<25,Compact,None,C,15862,2.527,0,0
204223,2023Q2,0.727,T3,40-64,Compact,None,C,12035,3.903,0,0
204224,2023Q3,1.359,T5,65+,Compact,None,B,13244,3.344,0,0
204225,2023Q1,1.133,T2,65+,Compact,None,B,11248,2.52,0,1
204226,2023Q4,1.234,T5,25-39,Compact,Minor,C,12998,0.967,1,0
204227,2023Q4,1.273,T5,65+,Pickup,None,D,13730,3.888,0,1
204228,2023Q4,1.155,T2,65+,Pickup,Minor,A,10368,3.523,1,0
204229,2023Q2,1.102,T1,65+,Midsize,None,C,12200,3.479,0,0
204230,2023Q3,1.039,T1,65+,SUV,None,A,16527,3.074,0,0
204231,2024Q1,1.257,T1,65+,SUV,None,A,12936,2.069,0,0
204232,2023Q3,1.097,T2,<25,Compact,None,D,10102,3.843,0,0
204233,2024Q1,0.996,T1,25-39,Midsize,Major,D,13130,4.172,3,0
204234,2023Q2,1.256,T2,65+,Compact,Major,A,11713,4.414,3,0
204235,2024Q1,0.756,T1,65+,SUV,None,D,14240,0.878,0,0
204236,2024Q1,0.528,T1,25-39,SUV,None,A,8132,3.634,0,0
204237,2023Q3,1.394,T5,<25,Pickup,None,B,9021,2.353,0,1
204238,2023Q1,1.47,T2,25-39,Pickup,None,B,10595,0.307,0,0
204239,2023Q2,1.184,T2,40-64,Midsize,None,A,14867,4.169,0,0
204240,2023Q3,1.29,T4,25-39,Pickup,None,A,4096,2.44,0,0
204241,2023Q1,0.541,T1,25-39,Midsize,Major,A,15208,3.641,3,0
204242,2023Q2,0.651,T1,40-64,Pickup,Minor,C,7233,2.142,1,1
204243,2024Q1,1.374,T1,40-64,Compact,None,A,11301,0.331,0,1
204244,2024Q1,0.924,T2,40-64,Pickup,None,B,9303,2.895,0,0
204245,2023Q1,0.532,T2,65+,Compact,Minor,A,5086,2.8,1,1
204246,2023Q1,0.687,T1,40-64,Midsize,Minor,D,10061,3.023,1,0
204247,2023Q1,1.069,T2,65+,Compact,None,C,10938,2.225,0,0
204248,2024Q1,1.018,T5,25-39,SUV,Minor,D,10624,0.635,1,0
204249,2024Q1,0.731,T1,25-39,Midsize,None,B,11448,0.77,0,1
204250,2023Q3,1.473,T3,65+,SUV,Minor,A,9391,4.695,1,0
204251,2023Q3,1.251,T4,65+,Compact,Minor,C,8792,4.859,1,1
204252,2023Q4,1.21,T1,<25,SUV,None,B,10715,1.324,0,0
204253,2024Q1,1.104,T3,<25,Pickup,Minor,D,8898,4.519,1,0
204254,2023Q1,1.272,T3,40-64,Midsize,Minor,B,4603,4.71,1,0
204255,2023Q2,0.621,T3,<25,SUV,Minor,A,13391,4.105,1,0
204256,2023Q1,1.408,T4,65+,Compact,None,A,11872,4.445,0,0
204257,2023Q2,1.304,T4,25-39,Midsize,None,C,15154,0.395,0,0
204258,2023Q3,1.442,T3,<25,SUV,None,A,10987,2.93,0,2
204259,2024Q1,0.601,T1,25-39,SUV,None,C,8399,1.277,0,0
204260,2023Q3,0.504,T4,25-39,SUV,Minor,B,11217,0.328,1,1
204261,2023Q4,1.287,T2,40-64,Midsize,None,B,14396,1.915,0,0
204262,2023Q4,1.486,T2,25-39,Pickup,None,C,5783,4.315,0,1
204263,2023Q2,1.238,T2,25-39,SUV,None,C,8871,2.374,0,1
204264,2023Q2,1.43,T4,<25,Pickup,Minor,B,9401,0.738,1,0
204265,2023Q4,0.936,T5,65+,Compact,Major,C,13381,3.033,3,0
204266,2023Q1,0.718,T4,<25,Midsize,None,C,9150,2.609,0,0
204267,2023Q2,1.404,T4,65+,SUV,None,D,14999,4.769,0,0
204268,2023Q4,0.504,T4,25-39,SUV,None,A,8023,0.466,0,0
204269,2024Q1,1.081,T4,25-39,Compact,None,D,12706,2.061,0,1
204270,2023Q4,1.188,T1,65+,SUV,None,B,14429,0.375,0,0
204271,2023Q1,0.548,T3,65+,Midsize,None,A,11885,1.725,0,0
204272,2023Q4,1.412,T4,<25,Midsize,None,A,11123,2.521,0,0
204273,2024Q1,1.416,T2,<25,SUV,None,A,15242,2.302,0,0
204274,2023Q3,1.457,T2,<25,Midsize,Minor,D,10818,2.487,1,1
204275,2023Q1,1.315,T3,<25,Pickup,None,A,11817,4.44,0,0
204276,2023Q2,0.964,T2,40-64,Compact,Minor,B,13124,4.795,1,0
204277,2023Q3,1.044,T4,<25,Pickup,None,A,10129,4.727,0,1
204278,2023Q2,1.267,T2,<25,Midsize,Minor,C,10577,2.949,1,0
204279,2024Q1,1.012,T1,<25,Compact,None,A,10827,0.813,0,2
204280,2024Q1,1.107,T3,<25,Compact,Minor,B,12620,1.886,1,0
204281,2023Q1,1.348,T5,40-64,Pickup,Minor,B,5958,1.211,1,0
204282,2023Q3,0.613,T3,40-64,Compact,None,C,7692,1.149,0,0
204283,2023Q1,1.41,T2,65+,Compact,None,B,11160,4.94,0,0
204284,2023Q2,0.748,T5,<25,Midsize,None,C,9579,3.234,0,1
204285,2023Q1,0.523,T4,<25,Midsize,None,A,9997,2.036,0,1
204286,2023Q3,0.524,T3,<25,Midsize,Major,B,8561,1.473,3,0
204287,2023Q4,1.391,T5,<25,Pickup,None,B,9825,1.796,0,0
204288,2023Q3,1.221,T1,65+,SUV,None,D,8236,4.217,0,0
204289,2023Q4,1.374,T1,25-39,Midsize,None,C,12884,3.303,0,1
204290,2024Q1,1.027,T1,65+,Compact,None,D,10477,1.445,0,0
204291,2024Q1,1.067,T2,25-39,Midsize,None,C,14799,2.765,0,0
204292,2023Q2,0.642,T4,<25,Compact,None,D,13709,1.455,0,0
204293,2023Q1,1.452,T1,<25,Compact,Minor,C,10816,2.051,1,1
204294,2023Q3,0.88,T2,65+,Compact,Minor,D,8814,3.685,1,0
204295,2023Q2,1.041,T1,65+,Midsize,None,A,12322,1.794,0,0
204296,2023Q4,0.827,T5,65+,SUV,None,A,11651,2.268,0,0
204297,2023Q4,0.735,T4,<25,Compact,None,D,11201,3.807,0,2
204298,2023Q4,1.022,T2,25-39,Compact,None,A,13696,1.569,0,0
204299,2023Q3,1.014,T5,65+,Compact,None,C,10822,2.379,0,1
204300,2023Q2,1.48,T2,<25,Compact,None,D,2000,4.251,0,2
204301,2023Q1,1.046,T5,25-39,SUV,None,A,8296,4.535,0,0
204302,2023Q1,1.295,T1,65+,SUV,None,A,8025,2.63,0,1
204303,2023Q2,1.298,T3,25-39,Midsize,None,C,11346,2.287,0,0
204304,2023Q4,1.148,T5,<25,SUV,Minor,A,12625,2.939,1,1
204305,2023Q2,0.774,T3,25-39,SUV,None,A,9100,0.846,0,0
204306,2023Q3,1.365,T5,40-64,Compact,None,D,11296,3.825,0,1
204307,2024Q1,1.076,T5,<25,Midsize,None,A,7836,1.651,0,0
204308,2023Q4,1.409,T2,<25,Midsize,None,A,12467,1.232,0,1
204309,2023Q4,0.551,T1,40-64,Pickup,Major,A,10059,1.362,3,0
204310,2023Q3,0.565,T4,65+,Midsize,Minor,D,8133,1.197,1,0
204311,2024Q1,1.276,T2,65+,Compact,None,C,14991,3.664,0,1
204312,2023Q1,0.622,T3,25-39,Compact,None,A,9043,3.704,0,0
204313,2023Q2,0.888,T4,40-64,Pickup,None,C,11790,2.919,0,0
204314,2023Q4,0.724,T2,40-64,Compact,Minor,A,11774,4.464,1,2
204315,2024Q1,0.991,T1,25-39,Pickup,None,C,9439,3.465,0,2
204316,2023Q1,0.678,T2,25-39,SUV,Major,C,13949,0.315,3,1
204317,2023Q2,1.383,T4,40-64,SUV,None,D,13624,2.017,0,0
204318,2023Q4,1.441,T3,25-39,Pickup,None,C,14607,0.938,0,0
204319,2024Q1,1.079,T3,<25,Pickup,None,C,11710,4.596,0,0
204320,2023Q1,0.695,T5,40-64,Compact,None,C,12848,4.213,0,1
204321,2023Q2,1.202,T2,25-39,Midsize,None,B,10561,3.293,0,2
204322,2023Q4,1.25,T3,25-39,Midsize,None,D,8912,2.038,0,0
204323,2023Q2,0.853,T2,65+,Midsize,None,A,7261,0.432,0,0
204324,2023Q4,0.862,T3,25-39,SUV,Minor,C,13472,0.897,1,0
204325,2023Q3,0.931,T5,40-64,Pickup,Minor,B,15911,2.311,1,1
204326,2023Q2,0.551,T1,<25,SUV,None,B,7227,0.833,0,1
204327,2023Q2,0.897,T4,65+,Midsize,None,B,11834,2.92,0,0
204328,2023Q3,0.769,T5,65+,Compact,None,C,13603,0.953,0,1
204329,2023Q4,0.768,T3,<25,SUV,None,B,17356,2.402,0,1
204330,2023Q3,0.641,T2,40-64,Midsize,None,B,9782,1.516,0,0
204331,2023Q2,0.947,T3,<25,Midsize,None,C,10978,4.634,0,1
204332,2023Q1,0.923,T4,<25,Pickup,None,A,11324,1.201,0,0
204333,2023Q1,0.672,T2,25-39,Midsize,None,C,4529,2.186,0,0
204334,2023Q4,0.783,T2,<25,Pickup,Minor,D,12985,3.868,1,0
204335,2023Q2,0.562,T1,<25,Compact,None,C,12437,3.075,0,0
204336,2023Q4,0.833,T5,25-39,Pickup,Minor,C,6419,2.985,1,0
204337,2023Q1,0.728,T1,25-39,Pickup,None,A,7244,4.434,0,0
204338,2023Q1,1.018,T4,65+,Pickup,Minor,C,10599,4.43,1,1
204339,2023Q4,0.738,T3,65+,Compact,None,B,12473,4.719,0,1
204340,2023Q4,0.964,T1,65+,Pickup,None,B,9827,4.916,0,0
204341,2023Q1,1.319,T3,25-39,Pickup,Minor,C,11753,0.534,1,0
204342,2023Q4,1.18,T3,25-39,SUV,None,C,9633,0.432,0,0
204343,2023Q2,0.944,T5,65+,SUV,None,A,13610,2.367,0,1
204344,2023Q3,0.591,T5,<25,Midsize,None,C,11107,4.259,0,0
204345,2023Q3,0.513,T1,<25,Compact,None,B,14551,4.415,0,0
204346,2023Q3,1.212,T2,25-39,SUV,None,A,13925,4.608,0,0
204347,2023Q3,0.719,T5,<25,Midsize,None,B,12344,3.815,0,0
204348,2023Q3,1.365,T2,40-64,Compact,Major,B,13060,2.229,3,0
204349,2023Q2,0.581,T4,65+,Midsize,Minor,C,10330,3.421,1,0
204350,2024Q1,1.054,T2,<25,SUV,Minor,B,8888,4.013,1,0
204351,2023Q3,0.983,T3,65+,Midsize,Major,B,14524,2.163,3,1
204352,2024Q1,1.271,T2,25-39,Pickup,Minor,C,9393,4.02,1,0
204353,2023Q4,1.393,T2,25-39,Midsize,Minor,D,11090,2.351,1,1
204354,2023Q3,0.841,T3,65+,SUV,None,D,13776,2.062,0,0
204355,2023Q1,0.537,T2,40-64,Midsize,Minor,B,15629,3.57,1,0
204356,2023Q1,0.683,T1,40-64,Pickup,Major,C,11343,0.335,3,0
204357,2023Q3,0.643,T5,40-64,Pickup,Major,A,9599,0.517,3,0
204358,2023Q1,0.593,T1,40-64,Compact,None,B,12482,4.067,0,2
204359,2023Q1,0.779,T2,<25,Pickup,None,D,10224,2.981,0,0
204360,2023Q2,1.079,T1,40-64,SUV,None,B,10843,0.467,0,0
204361,2023Q3,0.924,T4,65+,Midsize,None,D,10364,0.949,0,0
204362,2023Q1,1.361,T4,25-39,SUV,None,A,12049,2.81,0,0
204363,2023Q3,0.97,T2,25-39,SUV,None,B,10880,3.494,0,1
204364,2023Q2,0.788,T4,65+,SUV,Major,D,13935,1.834,3,0
204365,2023Q3,1.445,T4,40-64,Pickup,None,D,13263,1.423,0,0
204366,2023Q3,0.519,T1,<25,Compact,Major,A,11176,3.987,3,0
204367,2023Q3,1.147,T4,25-39,SUV,None,A,11298,3.22,0,2
204368,2023Q4,0.657,T2,<25,SUV,Major,C,10638,3.623,3,0
204369,2023Q2,1.002,T2,40-64,Compact,None,A,10717,1.178,0,0
204370,2023Q3,1.423,T3,<25,SUV,None,D,10060,4.672,0,0
204371,2023Q2,0.694,T5,<25,Midsize,Minor,B,14273,1.206,1,0
204372,2023Q4,0.809,T3,25-39,SUV,Minor,D,5201,1.084,1,0
204373,2024Q1,0.846,T2,65+,Pickup,None,C,7673,4.9,0,1
204374,2024Q1,1.45,T3,40-64,Pickup,Minor,D,7349,2.433,1,2
204375,2023Q3,1.137,T4,40-64,Pickup,None,C,13370,2.878,0,0
204376,2024Q1,0.756,T4,<25,Midsize,None,D,10319,2.688,0,1
204377,2023Q3,1.237,T5,25-39,Pickup,Major,C,14171,3.252,3,0
204378,2023Q4,0.683,T3,25-39,Compact,None,C,12605,2.758,0,0
204379,2023Q4,0.671,T1,<25,Compact,None,A,15277,4.869,0,1
204380,2023Q1,0.753,T4,40-64,SUV,Minor,B,10810,2.739,1,0
204381,2023Q2,1.445,T5,25-39,SUV,None,B,11679,3.715,0,0
204382,2023Q3,0.727,T1,<25,Pickup,None,D,12093,3.554,0,2
204383,2023Q2,1.173,T1,65+,Pickup,None,B,16221,3.584,0,1
204384,2023Q1,1.014,T5,25-39,Pickup,None,B,14317,1.065,0,0
204385,2023Q3,0.642,T5,40-64,Compact,None,B,7061,4.884,0,0
204386,2023Q1,1.201,T5,<25,Pickup,None,A,8247,2.033,0,0
204387,2023Q1,0.865,T3,25-39,Midsize,Minor,C,14128,4.4,1,0
204388,2024Q1,1.393,T1,25-39,Midsize,None,B,11080,3.631,0,0
204389,2023Q2,0.516,T2,65+,Pickup,None,B,11055,2.5,0,0
204390,2024Q1,0.861,T2,<25,Midsize,None,A,6795,3.025,0,0
204391,2023Q3,0.882,T4,65+,Pickup,Minor,D,11913,4.139,1,0
204392,2024Q1,1.116,T3,40-64,Midsize,None,A,8210,3.633,0,0
204393,2023Q3,1.084,T3,25-39,Compact,None,C,7431,1.455,0,0
204394,2023Q4,1.205,T3,<25,Pickup,None,C,9894,3.324,0,0
204395,2023Q3,1.471,T4,40-64,Compact,Minor,D,11407,1.657,1,0
204396,2023Q2,1.388,T5,25-39,Pickup,Minor,D,7114,2.983,1,0
204397,2024Q1,0.772,T5,40-64,Compact,None,A,10024,4.836,0,0
204398,2023Q2,0.822,T1,40-64,Pickup,None,A,5256,2.835,0,1
204399,2023Q2,0.832,T1,65+,SUV,Minor,B,13030,3.951,1,0
204400,2023Q4,1.334,T3,<25,SUV,None,C,9950,4.523,0,0
204401,2023Q2,0.501,T1,<25,Midsize,None,B,9915,1.469,0,1
204402,2023Q2,0.594,T3,65+,Midsize,None,C,6730,1.558,0,0
204403,2023Q1,0.588,T1,<25,Compact,Major,A,8658,4.98,3,0
204404,2024Q1,0.669,T4,65+,Pickup,None,C,12699,2.114,0,0
204405,2024Q1,1.054,T4,65+,Pickup,None,D,9802,4.432,0,0
204406,2023Q2,0.651,T3,<25,Compact,None,C,14272,3.318,0,0
204407,2023Q1,1.303,T4,25-39,Compact,None,D,15053,4.313,0,0
204408,2023Q4,1.314,T2,25-39,Midsize,None,D,15241,2.667,0,1
204409,2023Q4,0.847,T3,25-39,Compact,None,B,9192,3.587,0,0
204410,2023Q3,0.715,T5,25-39,Compact,None,C,10124,4.142,0,0
204411,2023Q4,0.644,T3,40-64,Midsize,None,B,11769,3.637,0,0
204412,2023Q2,1.036,T4,65+,Compact,None,C,7292,4.213,0,0
204413,2023Q1,0.987,T1,40-64,Midsize,None,C,15260,3.956,0,0
204414,2024Q1,0.506,T2,65+,SUV,None,C,9484,2.818,0,0
204415,2023Q2,0.808,T2,25-39,SUV,Minor,D,5788,0.556,1,0
204416,2023Q3,1.001,T4,25-39,Pickup,None,A,5920,4.055,0,0
204417,2023Q4,0.653,T5,<25,SUV,None,D,15832,2.984,0,1
204418,2024Q1,0.775,T1,40-64,Compact,Minor,D,13386,4.061,1,1
204419,2023Q4,1.24,T1,<25,Midsize,Minor,D,11183,1.179,1,0
204420,2023Q4,0.885,T3,<25,Compact,Minor,C,16190,3.916,1,1
204421,2023Q1,0.67,T3,25-39,Pickup,Minor,B,10154,1.712,1,0
204422,2024Q1,1.296,T4,25-39,SUV,None,A,14440,0.73,0,1
204423,2023Q2,1.136,T5,40-64,SUV,Major,C,10346,4.133,3,0
204424,2023Q1,1.127,T1,40-64,Midsize,None,B,11475,4.392,0,0
204425,2023Q2,0.582,T2,65+,Compact,None,D,10926,1.09,0,0
204426,2024Q1,0.91,T1,65+,Midsize,None,A,10435,3.591,0,0
204427,2023Q2,0.743,T2,40-64,Pickup,None,D,12437,1.689,0,1
204428,2023Q1,1.097,T2,25-39,Pickup,None,B,10145,1.285,0,0
204429,2023Q4,0.556,T1,40-64,Pickup,None,A,6404,1.546,0,1
204430,2023Q1,1.176,T1,65+,Pickup,None,B,16797,0.871,0,0
204431,2023Q4,1.091,T2,40-64,Compact,None,D,14795,3.01,0,1
204432,2023Q2,0.883,T4,<25,SUV,Minor,C,11910,1.331,1,0
204433,2024Q1,0.913,T4,<25,Midsize,None,B,8489,2.448,0,2
204434,2023Q1,0.961,T3,25-39,SUV,None,A,11480,0.744,0,0
204435,2023Q1,0.73,T5,40-64,Pickup,None,B,11525,3.824,0,1
204436,2023Q2,0.952,T1,40-64,Pickup,Minor,B,13187,3.457,1,0
204437,2023Q3,0.916,T3,40-64,Pickup,Minor,C,8799,0.449,1,1
204438,2024Q1,1.213,T5,<25,Midsize,None,D,12477,1.302,0,1
204439,2023Q1,0.956,T1,25-39,Compact,None,D,8862,3.426,0,1
204440,2023Q2,1.049,T3,65+,Pickup,None,B,11140,2.097,0,0
204441,2023Q2,0.984,T5,40-64,Pickup,None,A,5023,4.541,0,1
204442,2023Q2,1.147,T1,25-39,SUV,None,A,12908,1.281,0,0
204443,2023Q3,0.812,T3,25-39,Midsize,None,B,11821,1.787,0,0
204444,2023Q1,0.567,T3,65+,Compact,None,B,14982,4.704,0,0
204445,2023Q2,0.74,T5,25-39,SUV,None,A,6652,1.494,0,1
204446,2023Q3,1.224,T3,65+,SUV,Minor,B,7442,4.937,1,0
204447,2023Q4,0.753,T2,65+,SUV,Minor,A,11649,3.276,1,0
204448,2023Q3,1.284,T5,25-39,Compact,None,D,11518,3.722,0,0
204449,2023Q1,0.828,T5,<25,Midsize,Minor,C,8174,1.147,1,1
204450,2023Q2,0.601,T3,<25,SUV,Minor,C,10156,2.946,1,0
204451,2024Q1,0.712,T3,65+,Compact,None,A,10633,1.972,0,2
204452,2023Q1,1.205,T2,<25,Midsize,None,D,7798,3.803,0,0
204453,2023Q4,1.332,T4,65+,Midsize,Major,D,13722,3.718,3,0
204454,2024Q1,1.409,T5,65+,Compact,Minor,B,8793,1.772,1,1
204455,2024Q1,0.945,T3,40-64,Compact,None,B,14316,2.185,0,0
204456,2023Q4,1.179,T1,25-39,Compact,Minor,B,7516,3.65,1,1
204457,2024Q1,0.951,T4,65+,Compact,None,B,14303,2.3,0,0
204458,2023Q4,1.113,T1,<25,Compact,None,D,13881,3.412,0,1
204459,2023Q1,1.04,T3,25-39,Compact,None,C,13823,4.861,0,0
204460,2023Q1,1.089,T1,65+,Midsize,None,C,11701,2.936,0,0
204461,2023Q3,0.58,T3,65+,Midsize,None,D,9382,1.9,0,0
204462,2024Q1,0.53,T4,25-39,SUV,None,C,6969,2.85,0,0
204463,2023Q4,0.899,T5,40-64,Pickup,Major,B,10714,3.443,3,0
